id_sede,ruc,razon_social,nombre_comercial,direccion,distrito,provincia,departamento,coordenadas_gps,confidence,score,query,formatted_address,location_type,reasons
809,20600503511,CLINICA GLOBAL EIRL,DENTAL GLOBAL,AV ALFONSO UGARTE 1064 INT. 205,BREÑA,LIMA,LIMA,"-12.053174,-77.042535",high,95,"AV ALFONSO UGARTE 1064 INT. 205, BREÑA, Perú","205, Av. Alfonso Ugarte 1064, Lima 15082, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
816,10463215931,Leslie Villanueva García,Veterinaria Motitas,Jiron Manuel Villar 243 SMP,SAN MARTIN DE PORRES,LIMA,LIMA,"-12.024306,-77.053339",high,77,"Jiron Manuel Villar 243 SMP, SAN MARTIN DE PORRES, Perú","Manuel Villar 243, Lima 15102, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
817,10746602958,NARRO EGUIA BRYAN ENRIQUE,NARRO EGUIA BRYAN ENRIQUE,CALLE GANIMEDES 363 URB. GANIMEDES SJL,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.985986,-77.009859",low,42,"CALLE GANIMEDES 363 URB. GANIMEDES SJL, SAN JUAN DE LURIGANCHO, Perú","Ganímedes, San Juan de Lurigancho 15419, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
818,20613146149,CLINICA VETERINARIA DEL NORTE S.A.C.,VETERINARIA DEL NORTE,Av. Contisuyo 464 - Urb Tahuantinsuyo Independencia -Lima,INDEPENDENCIA,LIMA,LIMA,"-11.981817,-77.058042",high,95,"Av. Contisuyo 464 - Urb Tahuantinsuyo Independencia -Lima, Perú","Contisuyo 464, Lima 15332, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
820,20569012563,NEUROSOFT PERU S.A.C.,Clínica Bienestar Laboral,calle Víctor Bazul 119 la Victoria,LA VICTORIA,LIMA,LIMA,"-12.088435,-77.012706",high,95,"calle Víctor Bazul 119 la Victoria, Perú","Victor Bazul 119, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
835,15606562613,SARMIENTO INFANTE JAIMAR JOHANA,ortopedia y topico j&s,CALLE LOS CRISANTEMOS 0 MZ C LT 1A MIRAFLORES CAÑETE,CAÑETE,CAÑETE,CAÑETE,"-11.946450,-77.052557",low,34,"CALLE LOS CRISANTEMOS 0 MZ C LT 1A MIRAFLORES CAÑETE, Perú","mz c lt 1a, Crisantemos 0, Comas 15312, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; partial_match; locality mismatch
842,20410478529,CLINICA FARM VETERINARIA PTE BLANCO EIRL,CLINICA FARM VETERINARIA PTE BLANCO EIRL,URB. PUENTE BLANCO J9 ICA,ICA,ICA,ICA,"-14.078718,-75.740237",low,16,"URB. PUENTE BLANCO J9 ICA, Perú","Urbanizacion Puente Blanco, Ica 11004, Perú",APPROXIMATE,location_type=APPROXIMATE; partial_match; district match; address token match
845,10225032497,VARA MARQUEZ MARINO DANTE,HAPPY PETS,AV COLECTORA Mz O Lte 10 ASOCIACION SOL DE SANTA ANITA,SANTA ANITA,LIMA,LIMA,"-12.046144,-76.958136",high,79,"HAPPY PETS, SANTA ANITA, Perú","X23R+GPX, Av. Colectora Industrial, Lima 15011, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; province match
849,10423970672,ELENA COTRINA LLANOS,S´SMILE DENT,URB. LOS LIRIOS MZ E LT 2 – SAN MARTÍN DE PORRES,SAN MARTIN DE PORRES,S,LIMA,"-12.182382,-77.013216",medium,68,"S´SMILE DENT, URB. LOS LIRIOS MZ E LT 2 – SAN MARTÍN DE PORRES, Perú","RX9P+2PV, Chorrillos 15066, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
852,20603720670,LIDER DENT INVERSIONES MEDICAS SAC,LIDER DENT,AV. LA ENCALADA 746 OFICINA 204-SURCO,SURCO,LIMA,LIMA,"-12.108341,-76.971967",high,95,"AV. LA ENCALADA 746 OFICINA 204-SURCO, Perú","oficina 204, Av La Encalada 746, Lima 15023, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
854,10407511617,MONTES DIAZ MONICA LISSETH,Veterinaria Loving Care,CALLE AGUSTIN GAMARRA 518 - PUEBLO LIBRE,PUEBLO LIBRE,M,LIMA,"-12.080986,-77.062719",high,95,"CALLE AGUSTIN GAMARRA 518 - PUEBLO LIBRE, Perú","Agustín Gamarra 518, Lima 15084, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
855,20600836855,PAWS & TAILS E.I.R.L.,PETS PARADISE,JR. MANUEL ARRISUEÑO - SANTA CATALINA NRO. 637,LA VICTORIA,LIMA,LIMA,"-12.087741,-77.019268",high,77,"JR. MANUEL ARRISUEÑO - SANTA CATALINA NRO. 637, LA VICTORIA, Perú","Manuel Arrisueño 637, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
859,20493029241,ESPECIALIDADES VETERINARIAS EIRL,pet planet,PQ PARQUE DE LA UNION PANAMERICANA. 274,LA VICTORIA,LIMA,LIMA,"-12.073450,-77.016290",low,-19,"pet planet, PQ PARQUE DE LA UNION PANAMERICANA. 274, LA VICTORIA, Perú","La Victoria, Perú",APPROXIMATE,location_type=APPROXIMATE; locality-only result; partial_match; district match
860,10086605517,SIETE GUTIERREZ VDA DE ALVARADO YOLANDA,Consultorio Médico Obstétrico Dr AlvaradoS,Av Parque 12 de Octubre 2453-A La Victoria,LA VICTORIA,LIMA,LIMA,"-12.064461,-77.004982",high,82,"Av Parque 12 de Octubre 2453-A La Victoria, Perú","a, Av. Parque 12 de Octubre 2453, Lima 15019, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
865,10406142391,Rafael Ricardo Benito Quispe,Veterinaria Rafael Ricardo Benito Quispe,Jirón Italia 1905 - La Victoria,LA VICTORIA,LIMA,LIMA,"-12.068712,-77.008983",high,95,"Jirón Italia 1905 - La Victoria, Perú","Jr. Italia 1905, Lima 15019, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
867,20556644471,VETERINARIA FELIVET EIRL,VETERINARIA FELIVET,JR SAPOSOA 256,LA VICTORIA,LIMA,LIMA,"-12.078121,-77.015788",high,77,"JR SAPOSOA 256, LA VICTORIA, Perú","Saposoa 256, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
868,20607942871,CENTRO MEDICO VETERINARIO & REHABILITACION REHAVET S.A.C.,REHAVET,AV JOSE CARLOS MARIATEGUI SECTOR 3 GRUPO 29 mz B lt 3 AAHH chavin de huantar,VILLA EL SALVADOR,LIMA,LIMA,"-12.225948,-76.938669",medium,61,"AV JOSE CARLOS MARIATEGUI SECTOR 3 GRUPO 29 mz B lt 3 AAHH chavin de huantar, VILLA EL SALVADOR, Perú","Q3F6+JGG, Av. José Olaya Balandra, Lima 15836, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
870,20131369124,EJERCITO PERUANO Escuela Militar de Chorrillos,HOSPITAL VETERINARIO CENTRAL DEL EJÉRCITO (Clínica Veterinaria La Molina),Av. Calle 7 S/N . La Molina,LA MOLINA,LIMA,LIMA,"-12.161774,-77.018323",medium,68,"EJERCITO PERUANO Escuela Militar de Chorrillos, Av. Calle 7 S/N . La Molina, Perú","Av. Escuela Militar S/N, Chorrillos 15063, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; business-name candidate
871,10200734551,Ulises Bravo Quispe Vargas,Consultorio Odontológico LA CARIDAD,Av. 28 de Julio 1260,LA VICTORIA,LIMA,LIMA,"-12.063573,-77.031386",high,95,"Av. 28 de Julio 1260, LA VICTORIA, Perú","Av. 28 de Julio 1260, Lima 15033, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
872,10215740710,SAYRITUPAC RIOS ALICIA,"Consultorio Odontológico ""PrevenDent""","Marcelino Gonzáles 293, dpto 101 urb Sta Catalina, La Victoria",LA VICTORIA,LIMA,LIMA,"-12.081872,-77.024994",medium,61,"Consultorio Odontológico ""PrevenDent"", LA VICTORIA, Perú","Av. Canadá 237, Lima 15034, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match
874,10414795663,Luis Hiroshi Nakandakare Santana,Odontologico Kaizen,Av del aire 1232 of 201 - San Luis,SAN LUIS,LIMA,LIMA,"-12.078140,-76.998260",high,95,"Av del aire 1232 of 201 - San Luis, Perú","of 201, Av del Aire 1232, Lima 15021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
875,10211338640,Jhonny Marcelo Astete Torrejón,Los Alpes Clínica Veterinaria,Av. Circunvalación N° 2736 Urb. Cahuache San Luis,SAN LUIS,LIMA,LIMA,"-12.079644,-76.987854",high,95,"Av. Circunvalación N° 2736 Urb. Cahuache San Luis, Perú","Av. Circunvalación 2736, Lima 15021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
885,10741677151,Carla Elena Ramirez Reyes,PATALEANDO VET-SPA,Av.canada 3791 - San Luis,SAN LUIS,LIMA,LIMA,"-12.079521,-76.991940",high,95,"Av.canada 3791 - San Luis, Perú","Av. Canadá 3791, Lima 15021, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
888,10437722850,TRIGOSO VERGARAY HANS,Consultorio Odontológico Sure Smile,"Av. 1 de Mayo, Mz B, Lote 24/ 2do piso, Cooperativa Jose Maria Arguedas, Villa el Salvador",VILLA EL SALVADOR,LIMA,LIMA,"-12.188756,-76.941107",low,42,"Av. 1 de Mayo, Mz B, Lote 24/ 2do piso, Cooperativa Jose Maria Arguedas, Villa el Salvador, Perú","Av. 1 de Mayo, Villa EL Salvador 15816, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
889,20556748684,OPERADORES ODONTOLOGICOS WALFER S.A.C.,OPERADORES ODONTOLOGICOS WALFER S.A.C.,AV LOS FICUS CDA 3 URB LAS VIOLETAS INDEPENDENCIA,INDEPENDENCIA,LIMA,LIMA,"-12.003576,-77.052958",low,34,"AV LOS FICUS CDA 3 URB LAS VIOLETAS INDEPENDENCIA, Perú","Av Los Ficus, Lima 15333, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; province match; address token match
891,20609118343,"RENACER, SALUD Y BELLEZA S.A.C.",RENACERIS,AV. ARENALES 1912- OFICINA 1001- LINCE (CRUCE DE CANEVARO CON ARENALES),LINCE,LIMA,LIMA,"-12.083888,-77.035819",high,77,"AV. ARENALES 1912- OFICINA 1001- LINCE (CRUCE DE CANEVARO CON ARENALES), Perú","Of 1001, Av. Gral. Juan Antonio Álvarez de Arenales 1912, Lima 15073, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
899,20608275895,DENTAL DRA OBREGÓN SAC,DENTAL DRA OBREGÓN,AVENIDA Tomas Valle NUMERO 2298 PISO 1 DEPARTAMENTO 1 URBANIZACION Antares,SAN MARTIN DE PORRES,LIMA,LIMA,"-12.012116,-77.087010",high,82,"AVENIDA Tomas Valle NUMERO 2298 PISO 1 DEPARTAMENTO 1 URBANIZACION Antares, SAN MARTIN DE PORRES, Perú","piso 1 departamento 1, Av. Tomás Valle 2298, Lima 15108, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
903,20613766546,DENTAL FULLSONRISAS S.A.C.,Dental FullSonrisas,"asoc. El porvenir de vitarte Mz. D lot.1, 2do piso",ATE,LIMA,LIMA,"-11.995752,-77.112897",medium,67,"asoc. El porvenir de vitarte Mz. D lot.1, 2do piso, ATE, Perú","2do piso, Avenida Las Americas 1, Pisco 15112, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match
906,15255471101,ARAUJO ROBLES JORGE LUIS,CDA Consultorio Dental Araujo,Av Antonio Alvarez de Arenales 1912 ofc 703 Lince,LINCE,LIMA,LIMA,"-12.083914,-77.035850",high,77,"Av Antonio Alvarez de Arenales 1912 ofc 703 Lince, Perú","Av. Gral. Juan Antonio Álvarez de Arenales 1912, Lima 15073, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
908,20613952153,Galaxy pets SAC,GALAXY PETS,AV LOS QUECHUAS 905 SALAMANCA -ATE,ATE,LIMA,LIMA,"-12.074615,-76.982427",high,95,"AV LOS QUECHUAS 905 SALAMANCA -ATE, Perú","Av. Los Quechuas 905, Lima 15022, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
915,20604139121,CENTRO MEDICO VETERINARIO SURCO S.A.C.,CENTRO MEDICO VETERINARIO - SERVICIO 2,AV PASEO DE LA CASTELLANA 386 SURCO,SURCO,LIMA,LIMA,"-12.132703,-77.003321",high,95,"AV PASEO DE LA CASTELLANA 386 SURCO, Perú","Av. Paseo la Castellana 386, Lima 33, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
918,10105985954,ASTUCURI YAURI JOSE ANTONIO,Odontolideres,AV.ALCAZAR 710 2DO PISO RIMAC,RIMAC,D,LIMA,"-12.028023,-77.031874",high,95,"AV.ALCAZAR 710 2DO PISO RIMAC, Perú","2do piso, Av. Samuel Alcázar 710, Lima 15094, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
921,10768018044,Gonzales Elias Claudio Jesus,Pumavet,JR héroes del pacífico Mz 130 Lt 4 - Chilca - Cañete - Lima,CHILCA,LIMA,LIMA,"-12.519426,-76.732667",low,40,"Pumavet, CHILCA, Perú","51, Chilca 15871, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; establishment result; partial_match; district match
924,10102458627,CURI NAVARRO ANA MARIA,CURI NAVARRO ANA MARIA,Av Los Sauces mz K lote 1 - Urb los Sauces - ATE,ATE,LIMA,LIMA,"-12.068552,-76.983747",low,42,"Av Los Sauces mz K lote 1 - Urb los Sauces - ATE, Perú","Av. Los Sauces, Ate 15022, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
925,20338615915,VETERINARIA ORBEGOSO EIRL,VETERINARIA ORBEGOSO,CALLE LA HABANA 614 - SAN ISIDRO,SAN ISIDRO,LIMA,LIMA,"-12.099292,-77.029003",high,95,"CALLE LA HABANA 614 - SAN ISIDRO, Perú","Ca. la Habana 614, Miraflores 15046, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
927,20603671288,GRUPO SALUD SOLIS DÁVILA S.A.C.,Dr. Solis,Av. Reynaldo Saavedra Pinon 2660-B,CERCADO DE LIMA,LIMA,LIMA,"-12.054617,-77.071142",high,95,"Av. Reynaldo Saavedra Pinon 2660-B, CERCADO DE LIMA, Perú","b, Reynaldo Saavedra Pinón 2660, Lima 15081, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
928,10403378611,MORALES TEODORO ROSA NADIA,JOLDENT,AV GRAN CHIMU 558,SAN JUAN DE LURIGANCHO 1,S,LIMA,"-12.027083,-77.004999",high,95,"AV GRAN CHIMU 558, SAN JUAN DE LURIGANCHO 1, S, Perú","1 s, Av. Gran Chimú 558, Lima 15401, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
929,10427871814,Santos Collantes Alva,Team Smile Dental Office,Av. Javier Prado Este 330. Segundo piso.,SAN ISIDRO,LIMA,LIMA,"-12.092279,-77.030735",high,77,"Av. Javier Prado Este 330. Segundo piso., SAN ISIDRO, Perú","Av. Javier Prado Este 330, Lima 15046, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
931,10435868474,Pedro Luis Carlos Ávalos Sánchez,Sante vet,"Av. Los jazmines 224, independencia",INDEPENDENCIA,LIMA,LIMA,"-12.001814,-77.051877",high,95,"Av. Los jazmines 224, independencia, Perú","Av. los Jazmines 224, Lima 15333, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
932,20604590371,Dr. Francisco Roman M. EIRL,Ver +,"Calle margaritas Nº420, San isidro-Ica",ICA,ICA,ICA,"-14.074193,-75.728447",low,42,"Calle margaritas Nº420, San isidro-Ica, Perú","Calle Margaritas, Ica 11001, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
933,20563077531,IDENTICAL PRODUCTOS Y SERVICIOS ODONTOLOGICOS S.A.C.,Dental Identical villa el salvador,Sector 02 grupo 14 manzana A lote 11 villa el salvador,VILLA EL SALVADOR,LIMA,LIMA,"-12.216049,-76.941679",low,-9,"Sector 02 grupo 14 manzana A lote 11 villa el salvador, Perú","Villa EL Salvador, Perú",APPROXIMATE,location_type=APPROXIMATE; locality-only result; partial_match; district match; address token match
938,20604651043,Ayllu Dent S.A.C,Aylludent,Calle Marcelino Varela 378 Los Ficus Santa Anita,SANTA ANITA,LIMA,LIMA,"-12.049853,-76.971104",high,95,"Calle Marcelino Varela 378 Los Ficus Santa Anita, Perú","Marcelino Varela 378, Lima 15008, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
955,20611032359,ARMONIZACION FACIAL PERU SAC,ESTETICA PERIBUCAL,JR. HUALLAGA 288 3ER PISO OF 309 CERCADO DE LIMA,CERCADO DE LIMA,LIMA,LIMA,"-12.047318,-77.029614",high,77,"JR. HUALLAGA 288 3ER PISO OF 309 CERCADO DE LIMA, Perú","of 309, Jr.Huallaga 288, Lima 15001, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; province match; address token match
956,20545590205,Clínica Dental Brisa SAC,Brisadent,Av. Tomás Valle 385,SAN MARTIN DE PORRES,LIMA,LIMA,"-12.008385,-77.058701",high,95,"Av. Tomás Valle 385, SAN MARTIN DE PORRES, Perú","Av. Tomás Valle 385, Lima 15102, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
969,20601150205,CLINICA VETERINARIA SASH SA,SASH,AV LOS QUECHUAS 350 - ATE,ATE,LIMA,LIMA,"-12.074286,-76.985937",high,95,"AV LOS QUECHUAS 350 - ATE, Perú","Av. Los Quechuas 350, Lima 15022, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
970,20600600967,CONSULTORIO DENTAL JHON DENT E.I.R.L.,Odontoliam,AV. FAUCETT NRO. 2085 PROV. CONST. DEL CALLAO - BELLAVISTA,CALLAO BELLAVISTA,LIMA,LIMA,"-12.056069,-77.097969",medium,58,"Odontoliam, AV. FAUCETT NRO. 2085 PROV. CONST. DEL CALLAO - BELLAVISTA, CALLAO BELLAVISTA, Perú","Av. Elmer Faucett 2085, Bellavista 07001, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; locality mismatch; address token match; business-name candidate
975,20606195908,V&V Pets and Foods SAC,Veterinaria Dodovet,"Av Santa Rosa 519 local 02, Callao",CALLAO BELLAVISTA,LIMA,LIMA,"-12.053214,-77.115160",medium,62,"Av Santa Rosa 519 local 02, Callao, CALLAO BELLAVISTA, Perú","local 02, Av. Sta. Rosa 519, Callao 07001, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; locality mismatch; address token match
978,10457921824,QUESQUEN CUYUBAMBA DHARIANA JUANA,Cons. Veterinario Sam y Monchi,Urb. Sol de Vitarte. Calle Tres Marias 291. Ate.,ATE,LIMA,LIMA,"-12.034440,-76.938181",high,95,"Urb. Sol de Vitarte. Calle Tres Marias 291. Ate., Perú","Tres Marias 291, Lima 15498, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
979,20603933061,CANDIDO VET PET SHOP SPA E.I.R.L - CANDIDO E.I.R.L,CÁNDIDO,"Pje. Daniel A. Carrión N° 119, Salamanca - Ate",ATE,LIMA,LIMA,"-12.020944,-77.006083",medium,72,"Pje. Daniel A. Carrión N° 119, Salamanca - Ate, Perú","Danlel A Carrlon 119, Lima 15401, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match
984,20508507730,INTEGRAL VET SAC,Veterinaria Integral vet,Av. Hipólito Unanue 379 Urb. La Colonial,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.049962,-77.093566",high,95,"Av. Hipólito Unanue 379 Urb. La Colonial, CALLAO BELLAVISTA, CALLAO, Perú","Av. Hipolito Unanue 379, Lima 07006, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
987,20613113721,THE GROOMING PLACE-VETERINARIA & PET SHOP S.A.C.,The groming place,Av haya de la torre mz l lt 14 - Bellavista,CALLAO BELLAVISTA,CALLAO,LIMA,"-12.056903,-77.107549",high,78,"The groming place, Av haya de la torre mz l lt 14 - Bellavista, CALLAO BELLAVISTA, CALLAO, Perú","LORE. 14, Av. Víctor Raúl Haya de la Torre MZ. L, Bellavista 07011, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
991,10093847836,ZELAYA CASTRO PIO FAVIO,FAVROS,AV.URUGUAY 124 CHORRILLOS,CHORRILLOS,LIMA,LIMA,"-12.053956,-77.036608",high,82,"AV.URUGUAY 124 CHORRILLOS, Perú","Av. Uruguay 124, Lima 15001, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
993,20513753862,CLINICAS OCLUDENT SAC,OCLUDENT,AV AREQUIPA 1345 OF 303,CERCADO DE LIMA,LIMA,LIMA,"-12.078013,-77.035163",high,95,"AV AREQUIPA 1345 OF 303, CERCADO DE LIMA, Perú","of 303, Av. Arequipa 1345, Lima 15074, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
997,10218633833,BOHORQUEZ DE LA CRUZ MANUEL GUSTAVO,ODONTO PEDRIATA BOHORQUEZ,AV CANTO GRANDE 2456 - 2DO PISO,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-11.989095,-77.015160",high,95,"AV CANTO GRANDE 2456 - 2DO PISO, SAN JUAN DE LURIGANCHO, Perú","2do piso, Av. Canto Grande 2456, Lima 15419, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
1004,10462207706,ANGEL DE JESUS CARRILLO COLLANTES,angel de jesus carrillo collantes,Jr. San Agustín 1185 - Surquillo,SURQUILLO,LIMA,LIMA,"-12.115265,-77.016269",high,95,"Jr. San Agustín 1185 - Surquillo, Perú","Jr. San Agustín 1185, Lima 15048, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
1010,10418529984,OLIVIA VIOLETA CERACIO PANDURO,SONRIENDO,AV VENEZUELA 2385 URB STA CECILIA - BELLAVISTA,CALLAO BELLAVISTA,LIMA,LIMA,"-12.062179,-77.096321",medium,57,"AV VENEZUELA 2385 URB STA CECILIA - BELLAVISTA, CALLAO BELLAVISTA, Perú","Av. Venezuela 2385, Bellavista 07006, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; partial_match; locality mismatch; address token match
1012,20609968533,JMP SERVICE S.A.C.,VETERIANRIA ANIMANIAK,"AV FAUCETT 1863, BELLAVISTA",CALLAO BELLAVISTA,CALLAO,LIMA,"-12.058576,-77.097732",high,95,"AV FAUCETT 1863, BELLAVISTA, CALLAO BELLAVISTA, CALLAO, Perú","Av. Elmer Faucett 1863, Bellavista 07011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
1016,10106291255,Hilda Maurenn Solis Uribe,MAUVET,JR LIBERTAD 1004,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,"-12.074605,-75.209957",medium,62,"JR LIBERTAD 1004, Perú","Jr. Libertad 1004, Huancayo 12003, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; locality mismatch; address token match
1019,20602461841,IMPORT & EXPORT GRUPO MILENIUM S.A.C.,ONG SONRISAS,AV FLORES DE PRIMAVERA 934-A,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-12.013841,-77.011564",high,95,"AV FLORES DE PRIMAVERA 934-A, SAN JUAN DE LURIGANCHO, Perú","a, Av. Las Flores de Primavera 934, Lima 15404, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
1020,20612308471,CASALT MULTISERVICIOS SAC,MULTIDENT FAUCETT,AV ELMER FAUCETT 1651 BELLAVISTA CALLAO,CALLAO BELLAVISTA,LIMA,LIMA,"-12.060738,-77.097609",high,75,"AV ELMER FAUCETT 1651 BELLAVISTA CALLAO, CALLAO BELLAVISTA, Perú","Auxiliar 1651, Bellavista 07011, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
1028,10437841336,MONICA CIEZA CALDERON,MONICA CIEZA CALDERON,"Jr. Daniel Hernández 661, Dpto 203",PUEBLO LIBRE,LIMA,LIMA,"-12.741772,-74.385985",high,75,"Jr. Daniel Hernández 661, Dpto 203, Perú","dpto 203, Jr. Daniel Hernández 661, Churcampa 09346, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; locality mismatch; address token match
1029,10712640087,NADIA IVETTE ESTRADA RODRIGUEZ,HUELLITAS DE CORAZON,AV UNIVERSITARIA 273 - MIRONES BAJOS,CERCADO DE LIMA,LIMA,LIMA,"-12.037923,-77.077366",high,95,"AV UNIVERSITARIA 273 - MIRONES BAJOS, CERCADO DE LIMA, Perú","Av. Universitaria 273, Lima 15081, Perú",ROOFTOP,location_type=ROOFTOP; street/premise result; province match; address token match
1030,20606846356,BERROSPI GROUP SAC,ERROSPI HEALTH,CRUCE DE AV AYACUCHO CON TRUJILLO MZ J16LT5 distrito de MI PERU - CALLAO,VENTANILLA,LIMA,LIMA,"-11.853736,-77.125100",low,6,"CRUCE DE AV AYACUCHO CON TRUJILLO MZ J16LT5 distrito de MI PERU - CALLAO, VENTANILLA, Perú","Av. Trujillo & Av. Ayacucho, Mi Perú 07056, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; partial_match; locality mismatch; address token match
1031,20511944202,NEOCORPUS CLINICA DE CIRUGIA PLASTICA INTEGRAL SAC,NEOCORPUS,AV.BRIGADIER MATEO PUMACAHUA 2776 - LINCE,LINCE,LIMA,LIMA,"-12.091461,-77.042358",high,78,"NEOCORPUS, AV.BRIGADIER MATEO PUMACAHUA 2776 - LINCE, Perú","Jr. Brigadier Mateo Pumacahua 2776, San Isidro 15073, Perú",ROOFTOP,location_type=ROOFTOP; establishment result; partial_match; province match; address token match; business-name candidate
1032,10455507362,Bertha paullo pomahuacre de Montero,Consultorio odontologí,MZ JLT 10-C INT 06 ZONA B CP RURAL TAMBO VIEJO CIENEGUILLA,CIENEGUILLA,LIMA,LIMA,"-12.115051,-76.809687",low,42,"MZ JLT 10-C INT 06 ZONA B CP RURAL TAMBO VIEJO CIENEGUILLA, Perú","Tambo Viejo, Cieneguilla 15593, Perú",GEOMETRIC_CENTER,location_type=GEOMETRIC_CENTER; route result; partial_match; district match; address token match
1046,10105132676,GARAYAR BURNEO ROSA JULLIANA,Veterinaria MacDog,JR kotosh 1518,SAN JUAN DE LURIGANCHO,LIMA,LIMA,"-12.011188,-76.983553",high,82,"JR kotosh 1518, SAN JUAN DE LURIGANCHO, Perú","Kotosh 1518, Lima 15427, Perú",RANGE_INTERPOLATED,location_type=RANGE_INTERPOLATED; street/premise result; province match; address token match
